color,lat,long
#12070A,49.283718,-123.121109
#020201,49.283718,-123.121109
#F7E4EE,49.283141,-123.117692
#027B17,49.300000,-123.140000
#020101,49.286675,-123.143220
#021806,49.286797,-123.142540
#020102,49.299042,-123.119904
#4E5F59,49.262737,-123.125672
#020602,49.282833,-123.114333
#CEF2EB,49.284569,-123.142807
#6E8C81,49.286797,-123.142540
#020101,49.280258,-123.109634
#937882,49.291466,-123.127777
#7F908C,49.273655,-123.155355
#011001,49.282989,-123.096069
#040304,49.300000,-123.140000
#050202,49.300000,-123.140000
#DEF2F4,49.284569,-123.142807
#081B02,49.283718,-123.121109
#B5A6A9,49.300000,-123.140000
#090808,49.272209,-123.155342
#946273,49.299042,-123.119904
#010201,49.284016,-123.114159
#282426,49.300000,-123.140000
#F0E4EC,49.285801,-123.123894
#040404,49.279000,-123.121000
#56605B,49.290437,-123.121587
#020101,49.284569,-123.142807
#769794,49.286797,-123.142540
#141312,49.284439,-123.123016
#171010,49.284569,-123.142807
#64616C,49.284569,-123.142807
#030503,49.312100,-123.142820
#060706,49.283333,-123.119217
#6F4E5F,49.300000,-123.140000
#030102,49.282335,-123.099344
#F9F7F8,49.285301,-123.118294
#CAC7C9,49.284042,-123.107463
#030001,49.280148,-123.120211
#FBFAFA,49.282883,-123.117778
#030202,49.263020,-123.122498
#010601,49.291587,-123.135746
#1C0F08,49.288910,-123.131203
#012F26,49.300743,-123.130331
#100608,49.286556,-123.142616
#010201,49.312100,-123.142820
#11080D,49.264154,-123.093219
#110E0B,49.286797,-123.142540
#040504,49.264300,-123.114294
#030202,49.272350,-123.155327
#684E5A,49.260860,-123.116287
#0B0406,49.269627,-123.144379
#021206,49.288830,-123.117691
#040304,49.271856,-123.135008
#F3EFEF,49.286675,-123.143220
#120609,49.284569,-123.142807
#030202,49.269400,-123.123800
#746B63,49.300000,-123.140000
#17100D,49.232006,-123.117801
#E9EFF1,49.271156,-123.139790
#160509,49.258939,-123.100895
#020202,49.266383,-123.102605
#010101,49.300000,-123.140000
#AA5C88,49.300000,-123.140000
#EAF3F4,49.428248,-123.207288
#090608,49.269400,-123.123800
#020202,49.300000,-123.140000
#241E21,49.300000,-123.140000
#F8F8F9,49.257374,-123.090424
#020102,49.284569,-123.142807
#A2748E,49.283214,-123.103059
#070B0A,49.275523,-123.103295
#F4ECF0,49.284378,-123.138472
#031405,49.264895,-123.069458
#151517,49.264019,-123.105309
#9F0902,49.252839,-123.139010
#060401,49.257092,-123.100853
#1A1215,49.280960,-123.077370
#070705,49.278038,-123.109234
#010101,49.283390,-123.117911
#FBF9FA,49.270863,-123.136085
#A0245E,49.269627,-123.144379
#1E0A12,49.271759,-123.106279
#E9F0EE,49.279573,-123.138529
#001501,49.265213,-123.069923
#BFCFDF,49.273071,-123.157333
#1B0905,49.285272,-123.111095
#E5E4E8,49.263599,-123.121384
#EFFBF9,49.242139,-123.111813
#170707,49.286797,-123.142540
#F8ECF2,49.279270,-123.129776
#6E8B7C,49.250000,-123.100000
#9A0D68,49.284024,-123.120663
#5AF2CD,49.285888,-123.117194
#EAE9EA,49.270941,-123.147862
#030101,49.250000,-123.100000
#030202,49.287029,-123.115623
#0D0102,49.284981,-123.110840
#87878C,49.302448,-123.144623
#0D070A,49.284863,-123.112281
#020102,49.270133,-123.109198
#E9E1E9,49.285739,-123.123934
#F7F1F6,49.223939,-123.101873
#010102,49.300000,-123.140000
#616D6C,49.286675,-123.143220
#13060C,49.287029,-123.115623
#020202,49.280659,-123.100861
#9B7E8C,49.250759,-123.101356
#148155,49.293240,-123.140152
#F4E6F4,49.259129,-123.100769
#BAF7E4,49.274063,-123.154361
#0D120F,49.300000,-123.140000
#DFF9F7,49.284569,-123.142807
#092112,49.300000,-123.140000
#051D15,49.284569,-123.142807
#FDF5FB,49.282051,-123.120850
#060908,49.265481,-123.138466
#150709,49.265097,-123.119286
#0B1E0E,49.300000,-123.140000
#0E090A,49.280350,-123.122208
#A4215A,49.284569,-123.142807
#0E0408,49.279960,-123.132885
#A9BAC5,49.291466,-123.127777
#030203,49.279461,-123.122124
#050805,49.286675,-123.143220
#020501,49.278946,-123.123764
#090604,49.268047,-123.156853
#020403,49.288093,-123.130385
#020302,49.287378,-123.112853
#050404,49.271744,-123.155221
#020101,49.278553,-123.115768
#030404,49.288093,-123.130385
#030403,49.284569,-123.142807
#513246,49.262379,-123.089758
#65122F,49.300000,-123.140000
#010301,49.278038,-123.109234
#161212,49.266541,-123.091911
#0A0607,49.282425,-123.124291
#030203,49.276979,-123.126573
#BE81A3,49.260937,-123.138969
#051D18,49.282997,-123.122276
#897C84,49.286797,-123.142540
#050505,49.287029,-123.115623
#D2F4EB,49.312100,-123.142820
#78938E,49.285106,-123.102149
#060201,49.284569,-123.142807
#120709,49.286556,-123.142616
#F6F6F6,49.274914,-123.100136
#99BEB1,49.290437,-123.121587
#151012,49.264240,-123.101410
#020001,49.285250,-123.125790
#17040C,49.286675,-123.143220
#F2F1F1,49.277634,-123.125067
#1F1D1C,49.239953,-123.068538
#A67396,49.286556,-123.142616
#0C0607,49.294900,-123.150161
#010202,49.250000,-123.100000
#1A1917,49.271856,-123.135008
#FDFCFD,49.286675,-123.143220
#FAF3F5,49.274063,-123.154361
#011702,49.279992,-123.132783
#030101,49.286797,-123.142540
#0E0E05,49.286675,-123.143220
#010202,49.267700,-123.101242
#030102,49.298909,-123.140010
#5E8A79,49.271856,-123.135008
#8E8590,49.264671,-123.114647
#171322,49.251000,-123.166500
#957183,49.260860,-123.116287
#070701,49.274140,-123.113071
#070303,49.284569,-123.142807
#C5B4BB,49.312100,-123.142820
#020202,49.269400,-123.123800
#D4B7C4,49.262350,-123.072172
#100608,49.284569,-123.142807
#1B151A,49.283364,-123.116994
#050605,49.272522,-123.135361
#7D9486,49.284569,-123.142807
#879897,49.270833,-123.106667
#1C0A0E,49.284546,-123.125153
#A89BA1,49.284042,-123.107463
#100908,49.281329,-123.133218
#670917,49.262379,-123.089758
#020101,49.286675,-123.143220
#1E0403,49.250530,-123.100601
#68E39A,49.287399,-123.125815
#837090,49.300743,-123.130331
#930805,49.280491,-123.120567
#B27FA2,49.290437,-123.121587
#010000,49.280294,-123.124700
#030705,49.280731,-123.125784
#F3F8F7,49.274063,-123.154361
#050501,49.280796,-123.117943
#D8D3F4,49.300743,-123.130331
#0F0A08,49.286675,-123.143220
#DFA8D3,49.250000,-123.100000
#595A5C,49.275009,-123.122002
#FBFAFB,49.250000,-123.100000
#1A291C,49.269400,-123.123800
#080702,49.286675,-123.143220
#050301,49.242222,-123.115000
#1A1312,49.251000,-123.166500
#F3EEF3,49.282020,-123.118750
#AFB7AA,49.277411,-123.119877
#1E080A,49.287894,-123.120479
#020303,49.250000,-123.100000
#A9618B,49.284313,-123.095337
#FBF5F8,49.287941,-123.113132
#020101,49.287029,-123.115623
#010302,49.238990,-123.129839
#020202,49.250000,-123.100000
#080305,49.288910,-123.131203
#F8F6F6,49.284569,-123.142807
#C3BDB8,49.276108,-123.126755
#1C0D15,49.286675,-123.143220
#E5E4E4,49.274391,-123.069328
#DED1D7,49.285739,-123.123934
#070807,49.272551,-123.133049
#F6CEED,49.285029,-123.127597
#C4DFDD,49.300000,-123.140000
#050301,49.276454,-123.118826
#F6EDF6,49.278332,-123.127739
#BCA6B7,49.279573,-123.138529
#B17291,49.250000,-123.100000
#BCB3BE,49.260987,-123.138961
#050D09,49.294900,-123.150161
#76D6A4,49.270460,-123.100585
#040503,49.288128,-123.114868
#030302,49.282520,-123.107964
#0D0D0A,49.300000,-123.140000
#E8EFEE,49.287224,-123.113916
#040203,49.286675,-123.143220
#040303,49.279573,-123.138529
#F7F5F5,49.289583,-123.117568
#030202,49.273353,-123.103411
#010000,49.264240,-123.101410
#120907,49.275009,-123.122002
#020101,49.287029,-123.115623
#1F16C0,49.288571,-123.131445
#13140A,49.277829,-123.099403
#C0B5C6,49.262348,-123.101410
#251F20,49.278529,-123.098299
#F8F8F8,49.220674,-123.119521
#060301,49.275814,-123.122162
#F8F1F5,49.284569,-123.142807
#11030A,49.287941,-123.113132
#891F57,49.250000,-123.100000
#010301,49.282219,-123.134659
#996D95,49.288414,-123.130440
#F6EEF5,49.287265,-123.128885
#604D57,49.286412,-123.143636
#0C0A0B,49.286797,-123.142540
#14060A,49.257629,-123.100838
#050505,49.286510,-123.127190
#EBEAF1,49.286675,-123.143220
#61A797,49.270833,-123.106667
#2D6344,49.284569,-123.142807
#F2E9EC,49.283327,-123.119291
#030602,49.284661,-123.112716
#60EC9E,49.273476,-123.113510
#020302,49.250000,-123.100000
#E0D5D8,49.282834,-123.120458
#010101,49.250000,-123.100000
#030303,49.289583,-123.117568
#136E25,49.286675,-123.143220
#46162D,49.259603,-123.070535
#E9E8ED,49.280350,-123.107613
#010101,49.274380,-123.123711
#1C0F12,49.284569,-123.142807
#020605,49.286675,-123.143220
#E5F7F4,49.269400,-123.123800
#010101,49.280404,-123.121227
#71746A,49.283718,-123.121109
#83646A,49.259603,-123.070535
#050203,49.280404,-123.121227
#A77C93,49.276809,-123.112154
#160302,49.250000,-123.100000
#E71484,49.300000,-123.140000
#DAC3D6,49.285870,-123.126495
